S0,K,r,T,corp,alpha,beta,omega,gamma,lambda,V
1.0,0.625,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.48321619132271865
1.0,0.7499999999999999,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3701111899314132
1.0,0.875,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.2570070811055587
1.0,1.0,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.14390207971425317
1.0,1.1250000000000044,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.030797078322947667
1.0,1.25,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5525015844602914
1.0,0.5,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4644151926618512
1.0,0.625,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.376328800863411
1.0,0.7499999999999999,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.2882433016304218
1.0,0.875,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.20015690983198156
1.0,1.0,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.11207141059899235
1.0,1.1250000000000044,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0239850188005521
1.0,1.25,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,7.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,7.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.5,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.625,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.2516427627447624
1.0,0.7499999999999999,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.16861721705376226
1.0,0.875,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.11548101062199433
1.0,1.0,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.06465922640479292
1.0,1.1250000000000044,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.013838334753042563
1.0,1.25,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,18.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,18.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.5,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.625,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.7499999999999999,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,0.875,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.05023090588860787
1.0,1.0,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0226265341840576
1.0,1.1250000000000044,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.004842167571933431
1.0,1.25,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,39.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,39.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.5,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.625,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.7499999999999999,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,0.875,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.03167714785768064
1.0,1.0,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.008747141420266842
1.0,1.1250000000000044,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0016949817915394628
1.0,1.25,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,60.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,60.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.5,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.625,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.7499999999999999,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,0.875,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.014986173923089825
1.0,1.0,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.000922020110932209
1.0,1.1250000000000044,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,7.229780153485859e-05
1.0,1.25,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,123.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,123.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.5,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.625,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.7499999999999999,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,0.875,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.00873286037305008
1.0,1.0,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.00018208335201371796
1.0,1.1250000000000044,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,4.462827255238185e-06
1.0,1.25,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,177.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,177.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.5,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.625,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.7499999999999999,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,0.875,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.004251289243339895
1.0,1.0,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,2.1421570825143284e-05
1.0,1.1250000000000044,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,249.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,249.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.5,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999999206421847
1.0,0.625,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.625,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499977090680103
1.0,0.7499999999999999,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.7499999999999999,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000044231483476
1.0,0.875,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,0.875,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500022115741738
1.0,1.0,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0014432783343440291
1.0,1.0,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000044,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,8.92565451047637e-07
1.0,1.1250000000000044,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.25,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,357.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999998,0.05,357.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000009,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.7457982256087917
1.0,0.5000000000000009,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.6250000000000011,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.6268947000170826
1.0,0.6250000000000011,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.7500000000000014,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5079911744253733
1.0,0.7500000000000014,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000009530550266
1.0,0.8750000000000017,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3890876488336641
1.0,0.8750000000000017,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499958861186126
1.0,1.0,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.27018412324195484
1.0,1.0,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000013,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.15127967956846544
1.0,1.1250000000000013,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000022,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.03237615397675621
1.0,1.2500000000000022,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,1.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,1.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000009,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5808281105348283
1.0,0.5000000000000009,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.6250000000000011,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.48822579178066655
1.0,0.6250000000000011,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.7500000000000014,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.39562347302650475
1.0,0.7500000000000014,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000009530550266
1.0,0.8750000000000017,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.30302207235412315
1.0,0.8750000000000017,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499958861186126
1.0,1.0,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.2104197535999614
1.0,1.0,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000013,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.11781743484579964
1.0,1.1250000000000013,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000022,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.025215116091637863
1.0,1.2500000000000022,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,6.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,6.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000009,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.5000000000000009,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.6250000000000011,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.6250000000000011,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.7500000000000014,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.2541718589144742
1.0,0.7500000000000014,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000009530550266
1.0,0.8750000000000017,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.1755207108913712
1.0,0.8750000000000017,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499958861186126
1.0,1.0,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12140162611547937
1.0,1.0,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000013,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.06797477500181566
1.0,1.1250000000000013,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000022,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.014547923888151959
1.0,1.2500000000000022,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,17.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,17.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000009,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.5000000000000009,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.6250000000000011,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.6250000000000011,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.7500000000000014,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000009530550266
1.0,0.7500000000000014,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000009530550266
1.0,0.8750000000000017,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499958861186126
1.0,0.8750000000000017,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499958861186126
1.0,1.0,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.05175869651914319
1.0,1.0,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000013,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.023786580841734767
1.0,1.1250000000000013,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000022,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.005090763470895028
1.0,1.2500000000000022,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000036,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,38.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000047,0.05,38.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000009,0.05,59.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.5000000000000009,0.05,59.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000001906110053
1.0,0.6250000000000011,0.05,59.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.6250000000000011,0.05,59.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499968391736394
1.0,0.7500000000000014,0.05,59.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000009530550266
1.0,0.7500000000000014,0.05,59.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000009530550266
1.0,0.8750000000000017,0.05,59.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499958861186126
